Time, Data
1.3900000000000001,0.8831708889152076
1.4000000000000001,0.8853516482022625
1.41,0.8874941328536653
1.42,0.8895989244341314
1.43,0.8916665990375279
1.44,0.8936977272038725
1.45,0.8956928738431645
1.46,0.8976525981658167
1.47,0.899577453619467
1.48,0.9014679878319467
1.49,0.9033247425601896
1.5,0.9051482536448664
1.51,0.9069390509705371
1.52,0.9086976584311126
1.53,0.9104245939004265
1.54,0.9121203692077173
1.55,0.9137854901178277
1.56,0.9154204563159324
1.57,0.9170257613966083
1.58,0.9186018928570671
1.59,0.9201493320943724
1.6,0.9216685544064713
1.61,0.9231600289968692
1.62,0.9246242189827881
1.6300000000000001,0.926061581406646
1.6400000000000001,0.9274725672507034
1.6500000000000001,0.9288576214547277
1.6600000000000001,0.9302171829365263
1.67,0.9315516846152082
1.68,0.9328615534370349
1.69,0.9341472104037275
1.7,0.935409070603099
1.71,0.9366475432418873
1.72,0.9378630316806652
1.73,0.9390559334707117
1.74,0.9402266403927275
1.75,0.9413755384972874
1.76,0.94250300814692
1.77,0.9436094240597148
1.78,0.9446951553543538
1.79,0.9457605655964739
1.8,0.9468060128462683
1.81,0.9478318497072341
1.82,0.9488384233759847
1.83,0.9498260756930403
1.84,0.9507951431945212
1.85,0.9517459571646616
1.86,0.9526788436890776
1.87,0.9535941237087119
1.8800000000000001,0.9544921130743921
1.8900000000000001,0.9553731226019355
1.9000000000000001,0.9562374581277391
1.9100000000000001,0.957085420564793
1.92,0.9579173059590634
1.93,0.9587334055461876
1.94,0.9595340058084292
1.95,0.960319388531845
1.96,0.9610898308636139
1.97,0.9618456053694837
1.98,0.9625869800912908
1.99,0.9633142186045134
2.0,0.9640275800758169
2.0100000000000002,0.9647273193205547
2.02,0.9654136868601891
2.0300000000000002,0.9660869289795985
2.04,0.9667472877842368
2.05,0.9673950012571181
2.06,0.9680303033155948
2.07,0.9686534238679029
2.08,0.9692645888694489
2.09,0.9698640203788144
2.1,0.9704519366134539
2.11,0.9710285520050662
2.12,0.9715940772546178
2.13,0.9721487193869992
2.14,0.9726926818052982
2.15,0.9732261643446705
2.16,0.9737493633257944
2.17,0.974262471607895
2.18,0.9747656786413226
2.19,0.9752591705196751
2.2,0.9757431300314515
2.21,0.976217736711226
2.22,0.9766831668903339
2.23,0.9771395937470586
2.24,0.9775871873563142
2.25,0.9780261147388136
2.2600000000000002,0.9784565399097168
2.27,0.9788786239267537
2.2800000000000002,0.9792925249378165
2.29,0.9796983982280145
2.3000000000000003,0.9800963962661914
2.31,0.9804866687508973
2.32,0.9808693626558167
2.33,0.9812446222746463
2.34,0.9816125892654238
2.35,0.9819734026943043
2.36,0.9823271990787845
2.37,0.9826741124303737
2.38,0.9830142742967113
2.39,0.9833478138031324
2.4,0.9836748576936802
2.41,0.9839955303715675
2.42,0.9843099539390887
2.43,0.9846182482369833
2.44,0.9849205308832533
2.45,0.985216917311436
2.46,0.9855075208083371
2.47,0.9857924525512225
2.48,0.9860718216444758
2.49,0.9863457351557237
2.5,0.9866142981514303
2.5100000000000002,0.9868776137319676
2.52,0.9871357830661627
2.5300000000000002,0.9873889054253283
2.54,0.9876370782167777
2.5500000000000003,0.9878803970168317
2.56,0.9881189556033193
2.57,0.988352845987577
2.58,0.9885821584459533
2.59,0.9888069815508204
2.6,0.9890274022010992
2.61,0.9892435056523028
2.62,0.9894553755461026
2.63,0.9896630939394229
2.64,0.9898667413330675
2.65,0.990066396699886
2.66,0.9902621375124827
2.67,0.9904540397704736
2.68,0.9906421780272986
2.69,0.9908266254165919
2.7,0.9910074536781176
2.71,0.9911847331832744
2.72,0.9913585329601762
2.73,0.9915289207183131
2.74,0.9916959628727987
2.75,0.9918597245682077
2.7600000000000002,0.9920202697020118
2.77,0.9921776609476163
2.7800000000000002,0.9923319597770052
2.79,0.9924832264829984
2.8000000000000003,0.992631520201128
2.81,0.9927768989311369
2.82,0.992919419558107
2.83,0.9930591378732213
2.84,0.9931961085941655
2.85,0.9933303853851733
2.86,0.9934620208767228
2.87,0.9935910666848863
2.88,0.9937175734303412
2.89,0.9938415907570454
2.9,0.9939631673505831
2.91,0.9940823509561856
2.92,0.9941991883964316
2.93,0.9943137255886342
2.94,0.9944260075619155
2.95,0.9945360784739778
2.96,0.9946439816275737
2.97,0.9947497594866797
2.98,0.9948534536923792
2.99,0.9949551050784606
3.0,0.0
3.0100000000000002,0.0
3.02,0.0
3.0300000000000002,0.0
3.04,0.0
3.0500000000000003,0.0
3.06,0.0
3.0700000000000003,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.2600000000000002,0.0
3.27,0.0
3.2800000000000002,0.0
3.29,0.0
3.3000000000000003,0.0
3.31,0.0
3.3200000000000003,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.5100000000000002,0.003999866671999876
3.52,0.007998933503972381
3.5300000000000002,0.011996401295528158
3.54,0.01599147212446544
3.5500000000000003,0.0199833499831521
3.56,0.02397124141165742
3.5700000000000003,0.027954356126571708
3.58,0.03193190764445258
3.59,0.03590311389886399
3.6,0.03986719784998236
3.61,0.04382338808577177
3.62,0.0477709194137544
3.63,0.051709033442423294
3.64,0.05563697915138326
3.65,0.05955401344932716
3.66,0.06345940171899962
3.67,0.06735241834832587
3.68,0.07123234724693214
3.69,0.07509848234731414
3.7,0.07895012808996167
3.71,0.08278659989178103
3.72,0.08660722459721161
3.73,0.09041134091146838
3.74,0.09419829981539928
3.75,0.09796746496148366
3.7600000000000002,0.10171821305055656
3.77,0.10544993418888134
3.7800000000000002,0.10916203222525317
3.79,0.11285392506785366
3.8000000000000003,0.11652504498063646
3.81,0.12017483885906166
3.8200000000000003,0.1238027684850555
3.83,0.12740831076110837
3.84,0.1309909579234821
3.85,0.1345502177345329
3.86,0.13808561365420832
3.87,0.14159668499081843
3.88,0.1450829870312204
3.89,0.14854409115060313
3.9,0.15197958490208993
3.91,0.15538907208642447
3.92,0.15877217280203101
3.93,0.16212852347578524
3.94,0.16545777687485408
3.95,0.16875960210000324
3.96,0.1720336845607918
3.97,0.17527972593310717
3.98,0.17849744409951185
3.99,0.1816865730729037
4.0,0.1848468629040039
4.01,0.187978079573215
4.0200000000000005,0.19108000486739934
4.03,0.1941524362421487
4.04,0.19719518667012975
4.05,0.20020808447609403
4.0600000000000005,0.20319097315915863
4.07,0.20614371120296396
4.08,0.20906617187432835
4.09,0.21195824301101174
4.1,0.21481982679921405
4.11,0.21765083954142708
4.12,0.2204512114152588
4.13,0.22322088622384972
4.14,0.22595982113848995
4.15,0.22866798643404698
4.16,0.23134536521780236
4.17,0.23399195315229152
4.18,0.23660775817272653
4.19,0.2391928001995766
4.2,0.24174711084686545
4.21,0.24427073312673767
4.22,0.24676372115082598
4.23,0.24922613982894457
4.24,0.25165806456561424
4.25,0.25405958095491493
4.26,0.25643078447413853
4.2700000000000005,0.25877178017670677
4.28,0.26108268238479604
4.29,0.26336361438210043
4.3,0.26561470810713955
4.3100000000000005,0.26783610384750844
4.32,0.2700279499354432
4.33,0.27219040244506476
4.34,0.2743236248916378
4.3500000000000005,0.2764277879331724
4.36,0.27850306907467265
4.37,0.28054965237532503
4.38,0.2825677281588941
4.39,0.28455749272758496
4.4,0.2865191480796098
4.41,0.28845290163068
4.42,0.2903589659396323
4.43,0.2922375584383775
4.44,0.2940889011663478
4.45,0.2959132205096017
4.46,0.2977107469447349
4.47,0.29948171478772345
4.48,0.3012263619478209
4.49,0.3029449296866106
4.5,0.30463766238230594
4.51,0.30630480729937554
4.5200000000000005,0.30794661436356024
4.53,0.30956333594233687
4.54,0.31115522663087397
4.55,0.31272254304350966
4.5600000000000005,0.3142655436107775
4.57,0.31578448838199225
4.58,0.3172796388334004
4.59,0.31875125768189067
4.6000000000000005,0.320199608704252
4.61,0.3216249565619569
4.62,0.3230275666314458
4.63,0.3244077048398726
4.64,0.32576563750627435
4.65,0.3271016311881152
4.66,0.3284159525331509
4.67,0.32970886813655903
4.68,0.33098064440326663
4.69,0.33223154741541144
4.7,0.33346184280486213
4.71,0.3346717956307243
4.72,0.3358616702617501
4.73,0.3370317302635719
4.74,0.3381822382906721
4.75,0.33931345598300516
4.76,0.34042564386717755
4.7700000000000005,0.3415190612620975
4.78,0.34259396618899896
4.79,0.34365061528574636
4.8,0.34468926372532255
4.8100000000000005,0.34571016513840447
4.82,0.3467135715399275
4.83,0.34769973325954195
4.84,0.34866889887586083
4.8500000000000005,0.34962131515440287
4.86,0.35055722698912917
4.87,0.35147687734747834
4.88,0.3523805072187988
4.89,0.353268355566083
4.9,0.35414065928090505
4.91,0.35499765314146614
4.92,0.35583956977365255
4.93,0.3566666396150111
4.94,0.35747909088154906
4.95,0.35827714953726586
4.96,0.3590610392663267
4.97,0.3598309814477868
4.98,0.36058719513277876
4.99,0.36132989702407586
5.0,0.36205930145794657
5.01,0.36277562038821487
5.0200000000000005,0.36347906337244507
5.03,0.36416983756017063
5.04,0.36484814768308693
5.05,0.3655141960471311
5.0600000000000005,0.366168182526373
5.07,0.36681030455864333
5.08,0.36744075714282687
5.09,0.368059732837749
5.1000000000000005,0.36866742176258854
5.11,0.3692640115987478
5.12,0.36984968759311526
5.13,0.3704246325626584
5.14,0.37098902690028135
5.15,0.37154304858189113
5.16,0.37208687317461053
5.17,0.37262067384608333
5.18,0.37314462137481397
5.19,0.373658884161491
5.2,0.3741636282412396
5.21,0.37465901729675494
5.22,0.3751452126722661
5.23,0.3756223733882847
5.24,0.37609065615709103
5.25,0.376550215398915
5.26,0.377001203258768
5.2700000000000005,0.377443769623886
5.28,0.3778780621417415
5.29,0.3783042262385896
5.3,0.37872240513850736
5.3100000000000005,0.3791327398828937
5.32,0.3795353693503939
5.33,0.3799304302772162
5.34,0.38031805727780843
5.3500000000000005,0.38069838286586466
5.36,0.38107153747563105
5.37,0.3814376494834848
5.38,0.3817968452297568
5.39,0.38214924904077424
5.4,0.38249498325109565
5.41,0.3828341682259172
5.42,0.3831669223836254
5.43,0.3834933622184751
5.44,0.3838136023233717
5.45,0.384127755412738
5.46,0.3844359323454456
5.47,0.3847382421477935
5.48,0.38503479203651636
5.49,0.3853256874418054
5.5,0.38561103203032676
5.51,0.38589092772822187
5.5200000000000005,0.3861654747440757
5.53,0.3864347715918394
5.54,0.38669891511369475
5.55,0.38695800050284723
5.5600000000000005,0.38721212132623795
5.57,0.38746136954716115
5.58,0.3877058355477796
5.59,0.3879456081515258
5.6000000000000005,0.3881807746453816
5.61,0.3884114208020265
5.62,0.3886376309018471
5.63,0.3888594877547997
5.64,0.38907707272211933
5.65,0.3892904657378682
5.66,0.3894997453303178
5.67,0.38970498864315806
5.68,0.38990627145652906
5.69,0.39010366820787007
5.7,0.39029725201258064
5.71,0.39048709468449044
5.72,0.3906732667561335
5.73,0.39085583749882347
5.74,0.3910348749425257
5.75,0.39121044589552545
5.76,0.3913826159638867
5.7700000000000005,0.39155144957070154
5.78,0.3917170099751266
5.79,0.3918793592912058
5.8,0.39203855850647656
5.8100000000000005,0.3921946675003589
5.82,0.3923477450623267
5.83,0.3924978489098585
5.84,0.39264503570616954
5.8500000000000005,0.3927893610777218
5.86,0.39293087963151385
5.87,0.3930696449721495
5.88,0.3932057097186845
5.89,0.393339125521253
5.9,0.39346994307747213
5.91,0.393598212148627
5.92,0.3937239815756355
5.93,0.39384729929479334
5.94,0.3939682123533013
5.95,0.39408676692457445
5.96,0.3942030083233349
5.97,0.39431698102048895
5.98,0.39442872865779033
5.99,0.39453829406228946
6.0,0.3946457192605721
6.01,0.39475104549278706
6.0200000000000005,0.39485431322646514
6.03,0.39495556217013134
6.04,0.3950548312867111
6.05,0.3951521588067327
6.0600000000000005,0.3952475822413277
6.07,0.3953411383950308
6.08,0.39543286337838135
6.09,0.3955227926203282
6.1000000000000005,0.3956109608804397
6.11,0.39569740226092115
6.12,0.3957821502184411
6.13,0.3958652375757692
6.140000000000001,0.395946696533227
6.15,0.39602655867995445
6.16,0.3961048550049931
6.17,0.39618161590818946
6.18,0.39625687121091946
6.19,0.3963306501666368
6.2,0.3964029814712471
6.21,0.3964738932733098
6.22,0.3965434131840705
6.23,0.39661156828732524
6.24,0.3966783851491195
6.25,0.3967438898272831
6.26,0.39680810788080473
6.2700000000000005,0.3968710643790465
6.28,0.3969327839108021
6.29,0.3969932905931994
6.3,0.39705260808045123
6.3100000000000005,0.3971107595724548
6.32,0.3971677678232428
6.33,0.39722365514928853
6.34,0.3972784434376662
6.3500000000000005,0.3973321541540693
6.36,0.3973848083506891
6.37,0.3974364266739545
6.38,0.3974870293721365
6.390000000000001,0.39753663630281816
6.4,0.39758526694023333
6.41,0.39763294038247426
6.42,0.3976796753585727
6.43,0.39772549023545367
6.44,0.3977704030247662
6.45,0.39781443138959116
6.46,0.3978575926510295
6.47,0.3978999037946719
6.48,0.39794138147695174
6.49,0.39798204203138426
6.5,0.3980219014746922
6.51,0.3980609755128208
6.5200000000000005,0.39809927954684404
6.53,0.3981368286787626
6.54,0.3981736377171976
6.55,0.3982097211829789
6.5600000000000005,0.39824509331463304
6.57,0.3982797680737687
6.58,0.39831375915036543
6.59,0.3983470799679636
6.6000000000000005,0.3983797436887601
6.61,0.39841176321860916
6.62,0.3984431512119316
6.63,0.398473920076533
6.640000000000001,0.39850408197833276
6.65,0.3985336488460058
6.66,0.3985626323755373
6.67,0.39859104403469375
6.68,0.39861889506741033
6.69,0.3986461964980963
6.7,0.3986729591358605
6.71,0.39869919357865774
6.72,0.3987249102173576
6.73,0.39875011923973686
6.74,0.3987748306343974
6.75,0.3987990541946104
6.76,0.3988227995220884
6.7700000000000005,0.398846076030686
6.78,0.3988688929500315
6.79,0.3988912593290896
6.8,0.39891318403965687
6.8100000000000005,0.3989346757797917
6.82,0.3989557430771786
6.83,0.3989763942924296
6.84,0.3989966376223225
6.8500000000000005,0.3990164811029781
6.86,0.3990359326129769
6.87,0.39905499987641674
6.88,0.39907369046591235
6.890000000000001,0.39909201180553755
6.9,0.3991099711737118
6.91,0.39912757570603125
6.92,0.39914483239804643
6.93,0.3991617481079864
6.94,0.39917832955943083
6.95,0.3991945833439315
6.96,0.39921051592358325
6.97,0.3992261336335458
6.98,0.399241442684517
6.99,0.39925644916515945
7.0,0.3992711590444795
7.01,0.3992855781741615
7.0200000000000005,0.3992997122908566
7.03,0.39931356701842813
7.04,0.39932714787015294
7.05,0.3993404602508814
7.0600000000000005,0.3993535094591551
7.07,0.39936630068928397
7.08,0.39937883903338334
7.09,0.39939112948337185
7.1000000000000005,0.3994031769329307
7.11,0.3994149861794246
7.12,0.3994265619257869
7.13,0.39943790878236674
7.140000000000001,0.39944903126874143
7.15,0.3994599338154938
7.16,0.3994706207659544
7.17,0.39948109637791096
7.18,0.3994913648252838
7.19,0.39950143019976964
7.2,0.39951129651245254
7.21,0.3995209676953846
7.22,0.3995304476031354
7.23,0.3995397400143115
7.24,0.39954884863304624
7.25,0.39955777709046114
7.26,0.3995665289460982
7.2700000000000005,0.3995751076893248
7.28,0.3995835167407113
7.29,0.39959175945338127
7.3,0.3995998391143364
7.3100000000000005,0.3996077589457547
7.32,0.39961552210626383
7.33,0.39962313169218977
7.34,0.39963059073878077
7.3500000000000005,0.3996379022214076
7.36,0.3996450690567406
7.37,0.39965209410390323
7.38,0.399658980165604
7.390000000000001,0.3996657299892453
7.4,0.3996723462680112
7.41,0.39967883164193374
7.42,0.3996851886989388
7.43,0.39969141997587093
7.44,0.39969752795949837
7.45,0.3997035150874989
7.46,0.39970938374942555
7.47,0.39971513628765415
7.48,0.399720774998312
7.49,0.3997263021321882
7.5,0.39973171989562684
7.51,0.39973703045140174
7.5200000000000005,0.399742235919575
7.53,0.3997473383783377
7.54,0.3997523398648356
7.55,0.3997572423759769
7.5600000000000005,0.3997620478692255
7.57,0.39976675826337815
7.58,0.3997713754393265
7.59,0.3997759012408042
7.6000000000000005,0.399780337475119
7.61,0.3997846859138712
7.62,0.3997889482936574
7.63,0.3997931263167606
7.640000000000001,0.39979722165182685
7.65,0.39980123593452854
7.66,0.39980517076821465
7.67,0.39980902772454807
7.68,0.3998128083441311
7.69,0.39981651413711744
7.7,0.3998201465838134
7.71,0.3998237071352665
7.72,0.39982719721384274
7.73,0.39983061821379273
7.74,0.3998339715018061
7.75,0.39983725841755585
7.76,0.3998404802742312
7.7700000000000005,0.3998436383590603
7.78,0.399846733933823
7.79,0.39984976823535273
7.8,0.39985274247602925
7.8100000000000005,0.39985565784426136
7.82,0.39985851550496004
7.83,0.3998613166000024
7.84,0.39986406224868676
7.8500000000000005,0.39986675354817813
7.86,0.3998693915739456
7.87,0.3998719773801904
7.88,0.3998745120002665
7.890000000000001,0.39987699644709185
7.9,0.3998794317135522
7.91,0.3998818187728969
7.92,0.3998841585791266
7.930000000000001,0.39988645206737367
7.94,0.3998887001542748
7.95,0.39989090373833647
7.96,0.3998930637002931
7.97,0.3998951809034585
7.98,0.39989725619406946
7.99,0.39989929040162386
8.0,0.399901284339211
8.01,0.39990323880383605
8.02,0.39990515457673775
8.03,0.3999070324237001
8.040000000000001,0.39990887309535805
8.05,0.39991067732749636
8.06,0.3999124458413436
8.07,0.39991417934385964
8.08,0.3999158785280178
8.09,0.39991754407308117
8.1,0.3999191766448738
8.11,0.3999207768960463
8.120000000000001,0.3999223454663363
8.13,0.3999238829828238
8.14,0.39992539006018096
8.15,0.3999268673009183
8.16,0.39992831529562434
8.17,0.3999297346232016
8.18,0.39993112585109797
8.19,0.3999324895355327
8.2,0.3999338262217187
8.21,0.39993513644408024
8.22,0.3999364207264662
8.23,0.3999376795823592
8.24,0.3999389135150806
8.25,0.39994012301799153
8.26,0.3999413085746898
8.27,0.39994247065920296
8.28,0.3999436097361779
8.290000000000001,0.39994472626106564
8.3,0.3999458206803042
8.31,0.39994689343149614
8.32,0.39994794494358354
8.33,0.39994897563701937
8.34,0.39994998592393544
8.35,0.3999509762083067
8.36,0.3999519468861132
8.370000000000001,0.3999528983454974
8.38,0.39995383096692017
8.39,0.3999547451233118
8.4,0.3999556411802218
8.41,0.39995651949596434
8.42,0.3999573804217617
8.43,0.39995822430188455
8.44,0.39995905147378924
8.45,0.399959862268253
8.46,0.3999606570095058
8.47,0.39996143601535983
8.48,0.399962199597337
8.49,0.39996294806079263
8.5,0.39996368170503804
8.51,0.39996440082346013
8.52,0.3999651057036381
8.53,0.3999657966274589
8.540000000000001,0.3999664738712297
8.55,0.39996713770578823
8.56,0.399967788396611
8.57,0.39996842620391954
8.58,0.3999690513827842
8.59,0.3999696641832262
8.6,0.3999702648503177
8.61,0.39997085362427925
8.620000000000001,0.3999714307405764
8.63,0.39997199643001324
8.64,0.3999725509188252
8.65,0.3999730944287691
8.66,0.3999736271772117
8.67,0.39997414937721704
8.68,0.3999746612376311
8.69,0.39997516296316554
8.700000000000001,0.39997565475447955
8.71,0.39997613680825994
8.72,0.3999766093172997
8.73,0.39997707247057535
8.74,0.3999775264533222
8.75,0.39997797144710834
8.76,0.39997840762990766
8.77,0.39997883517617044
8.78,0.39997925425689357
8.790000000000001,0.39997966503968846
8.8,0.3999800676888485
8.81,0.3999804623654143
8.82,0.3999808492272384
8.83,0.3999812284290483
8.84,0.3999816001225082
8.85,0.39998196445627965
8.86,0.39998232157608116
8.870000000000001,0.3999826716247462
8.88,0.3999830147422806
8.89,0.3999833510659182
8.9,0.3999836807301761
8.91,0.39998400386690797
8.92,0.3999843206053572
8.93,0.39998463107220833
8.94,0.3999849353916378
8.950000000000001,0.3999852336853635
8.96,0.39998552607269355
8.97,0.39998581267057404
8.98,0.3999860935936355
8.99,0.39998636895423917
9.0,0.0
9.01,0.0
9.02,0.0
9.03,0.0
9.040000000000001,0.0
9.05,0.0
9.06,0.0
9.07,0.0
9.08,0.0
9.09,0.0
9.1,0.0
9.11,0.0
9.120000000000001,0.0
9.13,0.0
9.14,0.0
9.15,0.0
9.16,0.0
9.17,0.0
9.18,0.0
9.19,0.0
9.200000000000001,0.0
9.21,0.0
9.22,0.0
9.23,0.0
9.24,0.0
9.25,0.0
9.26,0.0
9.27,0.0
9.28,0.0
9.290000000000001,0.0
9.3,0.0
9.31,0.0
9.32,0.0
9.33,0.0
9.34,0.0
9.35,0.0
9.36,0.0
9.370000000000001,0.0
9.38,0.0
9.39,0.0
9.4,0.0
9.41,0.0
9.42,0.0
9.43,0.0
9.44,0.0
9.450000000000001,0.0
9.46,0.0
9.47,0.0
9.48,0.0
9.49,0.0
9.5,0.0
9.51,0.0
9.52,0.0
9.53,0.0
9.540000000000001,0.0
9.55,0.0
9.56,0.0
9.57,0.0
9.58,0.0
9.59,0.0
9.6,0.0
9.61,0.0
9.620000000000001,0.0
9.63,0.0
9.64,0.0
9.65,0.0
9.66,0.0
9.67,0.0
9.68,0.0
9.69,0.0
9.700000000000001,0.0
9.71,0.0
9.72,0.0
9.73,0.0
9.74,0.0
9.75,0.0
9.76,0.0
9.77,0.0
9.78,0.0
9.790000000000001,0.0
9.8,0.0
9.81,0.0
9.82,0.0
9.83,0.0
9.84,0.0
9.85,0.0
9.86,0.0
9.870000000000001,0.0
9.88,0.0
9.89,0.0
9.9,0.0
9.91,0.0
9.92,0.0
9.93,0.0
9.94,0.0
9.950000000000001,0.0
9.96,0.0
9.97,0.0
9.98,0.0
9.99,0.0
