Time, x
0, 0
0.01, 0.00995016625
0.02, 0.01980132669159736
0.03, 0.029554466449045406
0.04, 0.03921056084444736
0.05, 0.04877057549528936
0.060000000000000005, 0.05823546641100306
0.07, 0.06760618008856728
0.08, 0.0768836536071586
0.09, 0.08606881472185995
0.09999999999999999, 0.095162581956437
0.10999999999999999, 0.1041658646951912
0.11999999999999998, 0.11307956327389904
0.12999999999999998, 0.12190456906984634
0.13999999999999999, 0.13064176459096677
0.15, 0.1392920235640933
0.16, 0.14785621102233165
0.17, 0.15633518339156438
0.18000000000000002, 0.16472978857609408
0.19000000000000003, 0.17304086604343458
0.20000000000000004, 0.1812692469082584
0.21000000000000005, 0.18941575401550895
0.22000000000000006, 0.19748120202268554
0.23000000000000007, 0.20546639748131
0.24000000000000007, 0.21337213891758236
0.25000000000000006, 0.22119921691223432
0.26000000000000006, 0.22894841417958778
0.2700000000000001, 0.236620505645827
0.2800000000000001, 0.24421625852649198
0.2900000000000001, 0.2517364324032004
0.3000000000000001, 0.2591817792996067
0.3100000000000001, 0.26655304375660477
0.3200000000000001, 0.273850962906783
0.3300000000000001, 0.28107626654813794
0.34000000000000014, 0.28822967721705467
0.35000000000000014, 0.29531191026056114
0.36000000000000015, 0.30232367390786347
0.37000000000000016, 0.30926566934116945
0.38000000000000017, 0.3161385907658073
0.3900000000000002, 0.3229431254796468
0.4000000000000002, 0.3296799539418297
0.4100000000000002, 0.33634974984081617
0.4200000000000002, 0.34295318016175413
0.4300000000000002, 0.3494909052531785
0.4400000000000002, 0.35596357889304636
0.45000000000000023, 0.36237184835411557
0.46000000000000024, 0.36871635446867235
0.47000000000000025, 0.37499773169261513
0.48000000000000026, 0.38121660816890074
0.49000000000000027, 0.38737360579035907
0.5000000000000002, 0.393469340261883
0.5100000000000002, 0.39950442116199947
0.5200000000000002, 0.40547945200382757
0.5300000000000002, 0.41139503029543056
0.5400000000000003, 0.41725174759956724
0.5500000000000003, 0.4230501895928485
0.5600000000000003, 0.42879093612430563
0.5700000000000003, 0.43447456127337564
0.5800000000000003, 0.44010163340730973
0.5900000000000003, 0.44567271523801044
0.6000000000000003, 0.45118836387830336
0.6100000000000003, 0.45664913089764875
0.6200000000000003, 0.4620555623772991
0.6300000000000003, 0.46740819896490776
0.6400000000000003, 0.47270757592859386
0.6500000000000004, 0.4779542232104699
0.6600000000000004, 0.4831486654796361
0.6700000000000004, 0.48829142218464805
0.6800000000000004, 0.4933830076054619
0.6900000000000004, 0.49842393090486253
0.7000000000000004, 0.5034146961793806
0.7100000000000004, 0.5083558025097026
0.7200000000000004, 0.5132477440105788
0.7300000000000004, 0.5180910098802362
0.7400000000000004, 0.5228860844492974
0.7500000000000004, 0.5276334472292153
0.7600000000000005, 0.5323335729602241
0.7700000000000005, 0.5369869316588134
0.7800000000000005, 0.5415939886647309
0.7900000000000005, 0.5461552046875162
0.8000000000000005, 0.5506710358525726
0.8100000000000005, 0.5551419337467798
0.8200000000000005, 0.5595683454636529
0.8300000000000005, 0.563950713648052
0.8400000000000005, 0.5682894765404478
0.8500000000000005, 0.5725850680207449
0.8600000000000005, 0.5768379176516709
0.8700000000000006, 0.581048450721733
0.8800000000000006, 0.5852170882877468
0.8900000000000006, 0.5893442472169428
0.9000000000000006, 0.5934303402286532
0.9100000000000006, 0.597475775935584
0.9200000000000006, 0.6014809588846772
0.9300000000000006, 0.6054462895975653
0.9400000000000006, 0.6093721646106239
0.9500000000000006, 0.6132589765146259
0.9600000000000006, 0.6171071139940005
0.9700000000000006, 0.6209169618657026
0.9800000000000006, 0.6246889011176939
0.9900000000000007, 0.628423308947043
1.0000000000000007, 0.6321205587976448
1.0100000000000007, 0.6357810203975653
1.0200000000000007, 0.6394050597960149
1.0300000000000007, 0.6429930393999533
1.0400000000000007, 0.646545318010331
1.0500000000000007, 0.6500622508579691
1.0600000000000007, 0.6535441896390831
1.0700000000000007, 0.6569914825504527
1.0800000000000007, 0.6604044743242418
1.0900000000000007, 0.6637835062624717
1.1000000000000008, 0.6671289162711522
1.1100000000000008, 0.6704410388940719
1.1200000000000008, 0.6737202053462532
1.1300000000000008, 0.6769667435470739
1.1400000000000008, 0.6801809781530593
1.1500000000000008, 0.6833632305903488
1.1600000000000008, 0.6865138190868377
1.1700000000000008, 0.6896330587040013
1.1800000000000008, 0.6927212613684004
1.1900000000000008, 0.6957787359028751
1.2000000000000008, 0.6988057880574267
1.2100000000000009, 0.701802720539793
1.2200000000000009, 0.7047698330457197
1.2300000000000009, 0.70770742228893
1.2400000000000009, 0.7106157820307962
1.2500000000000009, 0.713495203109716
1.260000000000001, 0.7163459734701968
1.270000000000001, 0.7191683781916502
1.280000000000001, 0.7219626995169005
1.290000000000001, 0.7247292168804086
1.300000000000001, 0.7274682069362162
1.310000000000001, 0.7301799435856114
1.320000000000001, 0.732864698004519
1.330000000000001, 0.735522738670618
1.340000000000001, 0.73815433139019
1.350000000000001, 0.7407597393247001
1.360000000000001, 0.7433392230171126
1.370000000000001, 0.7458930404179466
1.380000000000001, 0.74842144691107
1.390000000000001, 0.7509246953392393
1.400000000000001, 0.7534030360293833
1.410000000000001, 0.7558567168176362
1.420000000000001, 0.7582859830741215
1.430000000000001, 0.7606910777274893
1.440000000000001, 0.7630722412892091
1.450000000000001, 0.7654297118776214
1.460000000000001, 0.7677637252417495
1.470000000000001, 0.7700745147848748
1.480000000000001, 0.7723623115878772
1.490000000000001, 0.7746273444323435
1.500000000000001, 0.7768698398234457
1.5100000000000011, 0.7790900220125916
1.5200000000000011, 0.7812881130198501
1.5300000000000011, 0.7834643326561538
1.5400000000000011, 0.7856188985452798
1.5500000000000012, 0.7877520261456123
1.5600000000000012, 0.7898639287716892
1.5700000000000012, 0.7919548176155328
1.5800000000000012, 0.7940249017677697
1.5900000000000012, 0.7960743882385405
1.6000000000000012, 0.7981034819781999
1.6100000000000012, 0.800112385897813
1.6200000000000012, 0.8021013008894455
1.6300000000000012, 0.8040704258462543
1.6400000000000012, 0.8060199576823758
1.6500000000000012, 0.8079500913526182
1.6600000000000013, 0.8098610198719569
1.6700000000000013, 0.8117529343348364
1.6800000000000013, 0.8136260239342794
1.6900000000000013, 0.8154804759808069
1.7000000000000013, 0.8173164759211687
1.7100000000000013, 0.819134207356889
1.7200000000000013, 0.820933852062626
1.7300000000000013, 0.82271559000435
1.7400000000000013, 0.8244795993573399
1.7500000000000013, 0.826226056524001
1.7600000000000013, 0.8279551361515053
1.7700000000000014, 0.8296670111492565
1.7800000000000014, 0.8313618527061808
1.7900000000000014, 0.8330398303078462
1.8000000000000014, 0.8347011117534113
1.8100000000000014, 0.836345863172405
1.8200000000000014, 0.8379742490413398
1.8300000000000014, 0.8395864322001595
1.8400000000000014, 0.8411825738685236
1.8500000000000014, 0.8427628336619288
1.8600000000000014, 0.8443273696076715
1.8700000000000014, 0.84587633816065
1.8800000000000014, 0.8474098942190104
1.8900000000000015, 0.8489281911396362
1.9000000000000015, 0.8504313807534851
1.9100000000000015, 0.8519196133807709
1.9200000000000015, 0.8533930378459965
1.9300000000000015, 0.8548518014928363
1.9400000000000015, 0.8562960501988707
1.9500000000000015, 0.8577259283901736
1.9600000000000015, 0.8591415790557557
1.9700000000000015, 0.8605431437618635
1.9800000000000015, 0.8619307626661353
